"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age",">=6 Months","44.0","43.3 to 44.7","58369"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age",">=6 Months","44.3","43.6 to 45.0","58369"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","6 Months - 17 Years","1.2","0.9 to 1.5","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","6 Months - 17 Years","4.5","4.0 to 5.0","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","6 Months - 17 Years","13.5","12.7 to 14.3","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","6 Months - 17 Years","30.6","29.5 to 31.7","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","6 Months - 17 Years","39.2","37.9 to 40.5","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","6 Months - 17 Years","42.5","41.2 to 43.8","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","6 Months - 17 Years","45.0","43.7 to 46.3","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","6 Months - 17 Years","46.5","45.1 to 47.9","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","6 Months - 17 Years","47.5","46.1 to 48.9","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","6 Months - 17 Years","48.3","46.8 to 49.8","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","6 Months - 17 Years","48.5","47.0 to 50.0","13506"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","6 Months - 4 Years","1.4","1.0 to 1.8","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","6 Months - 4 Years","5.3","4.3 to 6.3","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","6 Months - 4 Years","16.4","14.7 to 18.1","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","6 Months - 4 Years","33.9","31.7 to 36.1","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","6 Months - 4 Years","43.8","41.3 to 46.3","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","6 Months - 4 Years","48.3","45.7 to 50.9","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","6 Months - 4 Years","51.1","48.5 to 53.7","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","6 Months - 4 Years","52.9","50.2 to 55.6","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","6 Months - 4 Years","54.6","51.8 to 57.4","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","6 Months - 4 Years","56.6","53.3 to 59.9","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","6 Months - 4 Years","56.8","53.4 to 60.2","4332"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","5-12 Years","1.5","1.1 to 1.9","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","5-12 Years","4.6","3.9 to 5.3","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","5-12 Years","13.8","12.6 to 15.0","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","5-12 Years","31.6","29.9 to 33.3","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","5-12 Years","39.9","38.1 to 41.7","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","5-12 Years","43.1","41.2 to 45.0","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","5-12 Years","46.2","44.2 to 48.2","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","5-12 Years","48.0","46.0 to 50.0","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","5-12 Years","49.0","46.9 to 51.1","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","5-12 Years","49.4","47.3 to 51.5","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","5-12 Years","49.4","47.3 to 51.5","5478"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","13-17 Years","0.8","0.4 to 1.2","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","13-17 Years","3.9","3.0 to 4.8","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","13-17 Years","11.2","9.9 to 12.5","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","13-17 Years","27.2","25.3 to 29.1","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","13-17 Years","35.6","33.5 to 37.7","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","13-17 Years","38.2","36.0 to 40.4","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","13-17 Years","39.9","37.7 to 42.1","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","13-17 Years","40.6","38.3 to 42.9","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","13-17 Years","41.4","39.1 to 43.7","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","13-17 Years","41.9","39.5 to 44.3","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","13-17 Years","42.5","39.9 to 45.1","3696"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age",">=18 Years","0.2","0.2 to 0.2","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age",">=18 Years","1.6","1.4 to 1.8","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age",">=18 Years","9.0","8.6 to 9.4","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age",">=18 Years","25.5","24.9 to 26.1","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age",">=18 Years","33.8","33.0 to 34.6","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age",">=18 Years","36.7","35.9 to 37.5","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age",">=18 Years","39.0","38.2 to 39.8","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age",">=18 Years","40.8","40.0 to 41.6","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age",">=18 Years","41.8","41.0 to 42.6","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age",">=18 Years","42.7","41.9 to 43.5","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age",">=18 Years","43.1","42.3 to 43.9","44863"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-64 Years","0.2","0.2 to 0.2","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-64 Years","1.5","1.3 to 1.7","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-64 Years","7.0","6.6 to 7.4","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-64 Years","20.3","19.5 to 21.1","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-64 Years","27.5","26.7 to 28.3","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-64 Years","30.4","29.4 to 31.4","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-64 Years","32.3","31.3 to 33.3","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-64 Years","33.9","32.9 to 34.9","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-64 Years","34.8","33.8 to 35.8","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-64 Years","35.6","34.6 to 36.6","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-64 Years","35.8","34.8 to 36.8","26343"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-64 Years at High Risk","NR †","NR †","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-64 Years at High Risk","1.9","1.5 to 2.3","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-64 Years at High Risk","9.3","8.3 to 10.3","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-64 Years at High Risk","23.8","22.4 to 25.2","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-64 Years at High Risk","31.7","30.1 to 33.3","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-64 Years at High Risk","35.2","33.4 to 37.0","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-64 Years at High Risk","37.3","35.5 to 39.1","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-64 Years at High Risk","39.3","37.5 to 41.1","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-64 Years at High Risk","40.5","38.5 to 42.5","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-64 Years at High Risk","41.2","39.2 to 43.2","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-64 Years at High Risk","41.7","39.7 to 43.7","7352"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-64 Years not at High Risk","0.2","0.2 to 0.2","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-64 Years not at High Risk","1.3","1.1 to 1.5","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-64 Years not at High Risk","6.2","5.8 to 6.6","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-64 Years not at High Risk","19.2","18.4 to 20.0","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-64 Years not at High Risk","26.2","25.2 to 27.2","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-64 Years not at High Risk","28.9","27.9 to 29.9","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-64 Years not at High Risk","30.7","29.7 to 31.7","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-64 Years not at High Risk","32.1","30.9 to 33.3","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-64 Years not at High Risk","32.9","31.7 to 34.1","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-64 Years not at High Risk","33.7","32.5 to 34.9","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-64 Years not at High Risk","33.8","32.6 to 35.0","18636"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-49 Years","0.2","0.2 to 0.2","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-49 Years","1.4","1.2 to 1.6","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-49 Years","6.1","5.5 to 6.7","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-49 Years","17.6","16.8 to 18.4","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-49 Years","24.2","23.2 to 25.2","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-49 Years","26.9","25.7 to 28.1","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-49 Years","28.6","27.4 to 29.8","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-49 Years","30.0","28.8 to 31.2","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-49 Years","30.9","29.7 to 32.1","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-49 Years","31.7","30.5 to 32.9","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-49 Years","31.9","30.5 to 33.3","15488"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-49 Years at High Risk","NR †","NR †","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-49 Years at High Risk","1.8","1.2 to 2.4","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-49 Years at High Risk","7.9","6.3 to 9.5","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-49 Years at High Risk","19.0","17.0 to 21.0","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-49 Years at High Risk","26.3","23.9 to 28.7","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-49 Years at High Risk","29.9","27.4 to 32.4","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-49 Years at High Risk","31.3","28.6 to 34.0","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-49 Years at High Risk","32.6","29.9 to 35.3","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-49 Years at High Risk","33.8","31.1 to 36.5","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-49 Years at High Risk","34.0","31.3 to 36.7","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-49 Years at High Risk","34.4","31.5 to 37.3","3019"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","18-49 Years not at High Risk","0.2","0.2 to 0.2","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","18-49 Years not at High Risk","1.3","1.1 to 1.5","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","18-49 Years not at High Risk","5.7","5.1 to 6.3","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","18-49 Years not at High Risk","17.5","16.5 to 18.5","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","18-49 Years not at High Risk","23.9","22.7 to 25.1","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","18-49 Years not at High Risk","26.4","25.2 to 27.6","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","18-49 Years not at High Risk","28.2","27.0 to 29.4","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","18-49 Years not at High Risk","29.6","28.2 to 31.0","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","18-49 Years not at High Risk","30.4","29.0 to 31.8","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","4","Age","18-49 Years not at High Risk","31.2","29.8 to 32.6","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","5","Age","18-49 Years not at High Risk","31.3","29.9 to 32.7","12219"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","7","Age","50-64 Years","0.2","0.2 to 0.2","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","8","Age","50-64 Years","1.6","1.2 to 2.0","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","9","Age","50-64 Years","9.0","8.2 to 9.8","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","10","Age","50-64 Years","25.8","24.6 to 27.0","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","11","Age","50-64 Years","34.5","33.1 to 35.9","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","12","Age","50-64 Years","37.7","36.3 to 39.1","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","1","Age","50-64 Years","40.0","38.4 to 41.6","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","2","Age","50-64 Years","42.0","40.4 to 43.6","10855"
"Seasonal Influenza","HHS Regions/National","Region 5","105","2024-25","3","Age","50-64 Years","42.8","41.2 to 44.4","10855"
